idrebap,barrio_nombre,provincia_id,provincia_nombre,departamento_nombre,localidad_nombre,geojson
828,Eucaliptus,06,Buenos Aires,Ensenada,Ensenada,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-57.940689325856304,-34.89136591600419],[-57.940287013564074,-34.8916807630117],[-57.939274417933674,-34.890817639642094],[-57.940708501684796,-34.88953419335045],[-57.941528624552262,-34.888772780455085],[-57.941171281848248,-34.887869906381376],[-57.941251554860038,-34.887499123684783],[-57.94134660153307,-34.887031105447619],[-57.942645201054425,-34.885909649963125],[-57.942677546636219,-34.885238317424125],[-57.9430146848726,-34.885297321236465],[-57.94322721368399,-34.885155592467314],[-57.944036432444584,-34.885009108710975],[-57.944505752240424,-34.884722414045662],[-57.944900938484508,-34.884592858418245],[-57.945299080066214,-34.884352985042689],[-57.945805217974893,-34.884824983733374],[-57.944993089496251,-34.885438789054454],[-57.944592150284194,-34.885063712472729],[-57.943793534999941,-34.885702119999962],[-57.94290315668772,-34.886402800113849],[-57.942787807575833,-34.886523257363713],[-57.942341197789275,-34.886834273350964],[-57.9418980181014,-34.887177467377548],[-57.941874343896856,-34.887165779266539],[-57.94145078494077,-34.887476073203835],[-57.941368213418407,-34.8875442561366],[-57.941356846534795,-34.8876191888421],[-57.941693165642064,-34.88795111468481],[-57.941586625152951,-34.88804641251825],[-57.943184454315158,-34.889399025684767],[-57.942172303091155,-34.89019460226482],[-57.941540314970439,-34.890703444755921],[-57.940689325856304,-34.89136591600419]]]]}"
195,48 Y 130,06,Buenos Aires,Ensenada,Ensenada,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-57.930739381067546,-34.892843139845773],[-57.931147356999986,-34.893218922999949],[-57.930973965999954,-34.893348215999936],[-57.931131523999966,-34.893473169999936],[-57.930888650999975,-34.893655869999975],[-57.930583758999944,-34.893885220999948],[-57.930900157999986,-34.894282157999953],[-57.930186484999979,-34.894422342999974],[-57.930178293999973,-34.894203729999958],[-57.930251549847995,-34.893898451799942],[-57.93023612734099,-34.89382845357769],[-57.930356528341,-34.893736298533568],[-57.929988053350364,-34.89340552420213],[-57.930739381067546,-34.892843139845773]]]]}"
196,Tranquila,06,Buenos Aires,Ensenada,Ensenada,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-57.930803316573126,-34.8552554407956],[-57.930724115864919,-34.855212240409308],[-57.928716549029616,-34.856885212772063],[-57.92662360080368,-34.85524360321395],[-57.925802583964575,-34.854487313089244],[-57.927962552999986,-34.852732262053856],[-57.928773881196264,-34.853429041250145],[-57.928960655999958,-34.853544060589712],[-57.92908863599996,-34.853637713999944],[-57.929246030999934,-34.853514975999929],[-57.929697889999943,-34.853889038999966],[-57.92996427099996,-34.854117998999982],[-57.930331316474032,-34.854129919778757],[-57.930668097819158,-34.85422150067086],[-57.93112901960378,-34.854645046306864],[-57.931099426223525,-34.854913852844206],[-57.930818807695843,-34.855243012946055],[-57.930803316573126,-34.8552554407956]]]]}"
133,Puerto La Plata,06,Buenos Aires,Ensenada,Ensenada,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-57.889889850999964,-34.86097310699995],[-57.888767803645862,-34.86139189545132],[-57.888229545999934,-34.860278576999974],[-57.889307367999947,-34.859864928999968],[-57.889889850999964,-34.86097310699995]]]]}"
1161,Martinez,06,Buenos Aires,Ensenada,Ensenada,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-57.992378773601018,-34.806361171555608],[-57.992889772506068,-34.807556185374914],[-57.993847932008521,-34.8107533349616],[-57.992850851000611,-34.811691959621072],[-57.990021740999964,-34.813542639917088],[-57.988015486044191,-34.814980163547951],[-57.987157480814524,-34.81547927193882],[-57.986302551238218,-34.815120731499285],[-57.985778096211106,-34.815136566766284],[-57.985445328901726,-34.814981846860142],[-57.985338945247726,-34.814983098571574],[-57.985212278901948,-34.815151223504927],[-57.982571868664309,-34.814655762965067],[-57.982485894920792,-34.814598243683989],[-57.984408329327351,-34.813240240281566],[-57.987544310094783,-34.811107580422423],[-57.9891664996904,-34.809996925790053],[-57.992398257407245,-34.807765076091052],[-57.9915522463439,-34.806927240567191],[-57.992378773601018,-34.806361171555608]]]]}"
1570,El Zanjon,06,Buenos Aires,Ensenada,Ensenada,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-57.941930709550441,-34.842553378390789],[-57.941952388999937,-34.842651062999948],[-57.943267543941282,-34.843996508579757],[-57.94301157833214,-34.844156379348505],[-57.941368087599372,-34.842765724324749],[-57.94044256545034,-34.842229255117424],[-57.93947215778168,-34.842573088420153],[-57.938987707741909,-34.842556734850945],[-57.938828146159558,-34.842365599420162],[-57.938352093020313,-34.842237432093114],[-57.937680638355836,-34.842277048425409],[-57.937341284739411,-34.842160497550431],[-57.937142607917529,-34.842190521079587],[-57.936820533205989,-34.841955516118233],[-57.936563341255209,-34.842101153006489],[-57.936068402651394,-34.841617499596147],[-57.9358271069769,-34.841756295680732],[-57.93544353733796,-34.841411893650012],[-57.936258751152025,-34.840725778103426],[-57.937468885999976,-34.8398220354495],[-57.9380623096876,-34.839465249991896],[-57.938768031739393,-34.839083413898983],[-57.93903626173941,-34.838914798638442],[-57.939971791999938,-34.838524887999938],[-57.940312594999966,-34.838863960999959],[-57.940816362999954,-34.839365165999936],[-57.941162459768741,-34.839683664537461],[-57.944034720899005,-34.837871963117294],[-57.9460272653257,-34.839915320529556],[-57.941930709550441,-34.842553378390789]]]]}"
1572,Villa Catela,06,Buenos Aires,Ensenada,Ensenada,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-57.9432262330858,-34.886812534612062],[-57.946020305336326,-34.889310696267508],[-57.946012752620014,-34.889387747618393],[-57.945598290937944,-34.889692967123985],[-57.9458594096319,-34.889932286343495],[-57.945877771352862,-34.889970869814334],[-57.946835409697869,-34.890829982131919],[-57.946903245619993,-34.890768649096948],[-57.947357323027006,-34.891168570255907],[-57.946832639904883,-34.891593001972687],[-57.946782559222513,-34.891611525855282],[-57.946074483344944,-34.892180387344972],[-57.946119376848031,-34.892269085349938],[-57.945912169513825,-34.892420214213743],[-57.94578996595623,-34.89243206279491],[-57.945640847971291,-34.892536476657604],[-57.945544888666085,-34.892586946387866],[-57.945478877868,-34.892598259724913],[-57.945269325992015,-34.892743795255917],[-57.945076452481828,-34.892567524483042],[-57.945098026779846,-34.892547801861454],[-57.944278933383153,-34.891886066546917],[-57.943507316549336,-34.89123387954313],[-57.942279034054025,-34.890220229317947],[-57.943319651972949,-34.889481092495977],[-57.941631530791476,-34.888036391802849],[-57.941720555577078,-34.887952785061991],[-57.941362004130895,-34.887617063575632],[-57.941382683627928,-34.887546960620014],[-57.941804658600915,-34.88722907832905],[-57.941887826974565,-34.887227616947449],[-57.942128147223144,-34.887022667041443],[-57.942809652484819,-34.88652021390164],[-57.942874128571049,-34.88649669036586],[-57.942950541077856,-34.886445500275],[-57.943735009289732,-34.88579614083563],[-57.944586897243504,-34.885084194645572],[-57.944999966074064,-34.885483527074065],[-57.9432262330858,-34.886812534612062]]]]}"
1109,11 Y 134,06,Buenos Aires,Ensenada,Ensenada,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-57.999697333575405,-34.801960467135039],[-58.00135641729095,-34.803765609451183],[-57.997075999967173,-34.80774355377784],[-57.995236502709005,-34.805851284694072],[-57.995431875223325,-34.8051694904709],[-57.995305037418042,-34.80495563072602],[-57.995374102620723,-34.804707658834808],[-57.995596193359,-34.804537824695323],[-57.994590431094331,-34.803488628706248],[-58.000664179907936,-34.79951614386551],[-58.001813124614642,-34.800556691878455],[-57.999697333575405,-34.801960467135039]]]]}"
900,Club De Pesca,06,Buenos Aires,Ensenada,Ensenada,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-57.950554005277809,-34.833123453648923],[-57.950119505928768,-34.833456643201337],[-57.949553967244931,-34.833771067383836],[-57.949487080999972,-34.833760543999972],[-57.949285752489878,-34.833918688946916],[-57.948891655138908,-34.834155134946947],[-57.948798042550074,-34.834247883720984],[-57.948643456999946,-34.834304791999955],[-57.948499281999943,-34.834393291999959],[-57.948337898999966,-34.834492495999939],[-57.948099393895326,-34.83471911156515],[-57.947813207297969,-34.834884898330834],[-57.947426094999969,-34.835120459436894],[-57.947355829807989,-34.835084789946947],[-57.947032681424133,-34.834758646861047],[-57.947069718914051,-34.8346911133711],[-57.947202592456982,-34.8345997477751],[-57.947509448861041,-34.8343603747751],[-57.94761855496705,-34.834264472126108],[-57.94782023451004,-34.834154516424093],[-57.9480300653711,-34.834040064808],[-57.948115752563069,-34.834009126755],[-57.948202193722125,-34.833935729212058],[-57.94836956266812,-34.83385784955054],[-57.948558531999936,-34.833859876999952],[-57.948564982999983,-34.833828983999979],[-57.948657168510046,-34.833758209861024],[-57.948836891020072,-34.833683591265043],[-57.948936698914039,-34.833663247914032],[-57.949088721807989,-34.833628398861],[-57.94931092951002,-34.833562319861038],[-57.949358303563031,-34.833541931509991],[-57.949384325265072,-34.833523514563069],[-57.949498898914037,-34.833479997861012],[-57.95002283896708,-34.83323418391403],[-57.950293078509993,-34.833134763861004],[-57.950486642916609,-34.833031740757377],[-57.950554005277809,-34.833123453648923]]]]}"
385,General Güemes Y Ceferino Namuncurá,06,Buenos Aires,Escobar,Belen De Escobar,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.7683723266266,-34.36877089843334],[-58.76815421958154,-34.368541474014954],[-58.768327780999982,-34.368251459999954],[-58.770766894909883,-34.366562139044973],[-58.771290162969947,-34.366192478969936],[-58.772578195917816,-34.365263762369629],[-58.774274542523422,-34.364027020408969],[-58.774478119731654,-34.363918665954927],[-58.775671873328285,-34.363053322290789],[-58.77697087764161,-34.362150313641578],[-58.777715512999976,-34.361591584999928],[-58.77804688403,-34.36185135468665],[-58.776024702358292,-34.363239589701664],[-58.774153809791713,-34.364630032701648],[-58.770895911701643,-34.366962890029974],[-58.7683723266266,-34.36877089843334]]],[[[-58.786771193052481,-34.355081479589096],[-58.786936063754204,-34.355322364343309],[-58.785368865308477,-34.356425726537616],[-58.784071872410841,-34.357398555731656],[-58.782689365681613,-34.3584434647432],[-58.780019360403337,-34.360391477029957],[-58.7798167343733,-34.360122915283263],[-58.7808088126491,-34.359373369320771],[-58.7817740024615,-34.35861049438833],[-58.782754472127806,-34.357889329300946],[-58.782881923589052,-34.357906752709155],[-58.784049736962459,-34.357056550649105],[-58.785371556641586,-34.356081922298245],[-58.786771193052481,-34.355081479589096]]]]}"
440,General Pringles Y Los Pinos,06,Buenos Aires,Escobar,Belen De Escobar,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.749843290220618,-34.406884294641856],[-58.74888265479602,-34.408122649312425],[-58.748495443261518,-34.407927005589727],[-58.748203997618404,-34.407729238903329],[-58.747891734429352,-34.407380545008884],[-58.747990617772551,-34.407000624795536],[-58.747673150197016,-34.406402120349853],[-58.747386908940385,-34.406272010687751],[-58.746372053575961,-34.405954543112209],[-58.745846410541056,-34.405694323788],[-58.744997536063558,-34.405188710028177],[-58.745497751266363,-34.404572786106968],[-58.749843290220618,-34.406884294641856]]]]}"
434,Ovejero Chico,06,Buenos Aires,Escobar,Belen De Escobar,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.763641035131705,-34.4107229285858],[-58.762672815999963,-34.412033470999972],[-58.761062551987649,-34.414096453975311],[-58.75722633631203,-34.419091253479742],[-58.754197903999966,-34.417449043999966],[-58.751204558999973,-34.415740848999974],[-58.752202340999986,-34.415262901999938],[-58.753939466480134,-34.414705561827574],[-58.754593681645908,-34.414571770097545],[-58.754719241741988,-34.414722513644918],[-58.754839387308429,-34.414630363259221],[-58.754814243654515,-34.414505711826891],[-58.755431719999933,-34.414218489999939],[-58.757169791999956,-34.413519257999951],[-58.757580275005004,-34.413322596538535],[-58.7579588664085,-34.413198571257],[-58.758226711493478,-34.413094937881056],[-58.758205703330532,-34.4130706328034],[-58.758266495702173,-34.413033306441889],[-58.758304866176616,-34.4130456784153],[-58.758336481843116,-34.413026029127877],[-58.758929320999982,-34.412775764999935],[-58.760538645999986,-34.41209422299994],[-58.762083588144414,-34.411470197471935],[-58.763641035131705,-34.4107229285858]]]]}"
462,General Paz Y Córdoba,06,Buenos Aires,Escobar,Belen De Escobar,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.792047916234687,-34.336274832140809],[-58.789631986005432,-34.334905070485455],[-58.791050293247196,-34.333021794440668],[-58.793538319519165,-34.334303770571779],[-58.792047916234687,-34.336274832140809]]]]}"
463,San Isidro Y Hornero,06,Buenos Aires,Escobar,Belen De Escobar,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.780484856986895,-34.321495638646283],[-58.781253193231422,-34.320526663755452],[-58.78028222707421,-34.319997277292586],[-58.78101800000001,-34.319058563318777],[-58.781831143013086,-34.319432033842766],[-58.781986955522825,-34.32010795212431],[-58.782051663755475,-34.320907941048048],[-58.782176999999976,-34.32115709279477],[-58.781445882096058,-34.322044277292584],[-58.780484856986895,-34.321495638646283]]]]}"
271,Ovejero Viejo,06,Buenos Aires,Escobar,Belen De Escobar,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.766099076999978,-34.416631972999937],[-58.761110268999971,-34.414125149999961],[-58.762166046999937,-34.412812765999945],[-58.762947688999986,-34.41323581599994],[-58.763593609999987,-34.412475497999935],[-58.76440901999996,-34.412905468999952],[-58.765674617999935,-34.411374878999936],[-58.767171413999961,-34.412173888999973],[-58.766556975999947,-34.412943070999972],[-58.767257167999958,-34.413300792999962],[-58.766647830999943,-34.414116074999981],[-58.766066064999961,-34.414898784999934],[-58.767026534999957,-34.415444354999977],[-58.766099076999978,-34.416631972999937]]]]}"
261,De Acunto,06,Buenos Aires,Escobar,Belen De Escobar,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.814359700780216,-34.333385258440686],[-58.813275907968283,-34.334783519633277],[-58.81174342369777,-34.334028752005871],[-58.812353715724619,-34.333217033546518],[-58.812824370817047,-34.332604019815022],[-58.814359700780216,-34.333385258440686]]]]}"
251,El Mirador,06,Buenos Aires,Escobar,Belen De Escobar,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.809203355999955,-34.329632038999932],[-58.810469847999968,-34.327983793999977],[-58.814589371999944,-34.330172096999945],[-58.814148018999958,-34.330795256999977],[-58.811309457999982,-34.329323729999942],[-58.810529067999937,-34.330331672999932],[-58.809203355999955,-34.329632038999932]]]]}"
1053,Ovejero Chico Ii,06,Buenos Aires,Escobar,Belen De Escobar,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.763630261927005,-34.410419040206477],[-58.76375143118355,-34.410596133804461],[-58.762474529675785,-34.41124707838992],[-58.761265136676684,-34.4117447470224],[-58.760650430999931,-34.411993640999981],[-58.758661141598338,-34.412831946437109],[-58.758061847775991,-34.413068761314264],[-58.758086205913628,-34.413116756333181],[-58.757684938489348,-34.413282869226663],[-58.757648979816508,-34.413211336234156],[-58.757242718276814,-34.4133874864433],[-58.756267057278819,-34.413808273832728],[-58.754690506161865,-34.414503854469274],[-58.754565841240549,-34.414263845200253],[-58.756096039999932,-34.413608975999978],[-58.756353531999935,-34.41350276299994],[-58.759423738814462,-34.412196588901395],[-58.760481072643358,-34.411749993667229],[-58.763630261927005,-34.410419040206477]]]]}"
1084,Falucho E Irupe,06,Buenos Aires,Escobar,Belen De Escobar,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.784423825310746,-34.33142734632051],[-58.784946200715609,-34.33073841680654],[-58.784481861218978,-34.330561644057092],[-58.784596047800449,-34.330327385707207],[-58.785106577960782,-34.330559643314622],[-58.785281164109293,-34.330337763654633],[-58.785360659803629,-34.3302816169216],[-58.788164867769453,-34.326704901067593],[-58.792365156097816,-34.329029678389837],[-58.789753577062832,-34.33247736779213],[-58.7908978145224,-34.333118015494662],[-58.789981529650269,-34.3343361837441],[-58.785239494174128,-34.3318272184362],[-58.784733678735073,-34.331561514255782],[-58.784423825310746,-34.33142734632051]]]]}"
1132,Los Pinos,06,Buenos Aires,Escobar,Belen De Escobar,"{""type"": ""MultiPolygon"",""coordinates"":[[[[-58.754448701573672,-34.409555636265452],[-58.756524583396775,-34.410675599999934],[-58.75396820114743,-34.413839028297147],[-58.752075991632658,-34.412637317582934],[-58.754448701573672,-34.409555636265452]]],[[[-58.753007002999937,-34.413307968571353],[-58.753894740911512,-34.41385559899993],[-58.753648895941012,-34.414216216313847],[-58.751517991573685,-34.415242926683959],[-58.751583743117912,-34.414882312999964],[-58.753007002999937,-34.413307968571353]]]]}"
